paper_id,title,abstract,authors,journal,year,volume,issue,pages,publisher,doi,url,type,abstract_source,abstract_confidence,original_category,original_keywords,contributions,limitations
paper_011,AQUATOPE: QoS-and-Uncertainty-Aware Resource Management for Multi-stage Serverless Workflows,"Multi-stage serverless applications, i.e., workflows with many computation and I/O stages, are becoming increasingly representative of FaaS platforms. Despite their advantages in terms of fine-grained scalability and modular development, these applications are subject to suboptimal performance, resource inefficiency, and high costs to a larger degree than previous simple serverless functions. We present Aquatope, a QoS-and-uncertainty-aware resource scheduler for end-to-end serverless workflows that takes into account the inherent uncertainty present in FaaS platforms, and improves performance predictability and resource efficiency. Aquatope uses a set of scalable and validated Bayesian models to create pre-warmed containers ahead of function invocations, and to allocate appropriate resources at function granularity to meet a complex workflow's end-to-end QoS, while minimizing resource cost. Across a diverse set of analytics and interactive multi-stage serverless workloads, Aquatope significantly outperforms prior systems, reducing QoS violations by 5X, and cost by 34% on average and up to 52% compared to other QoS-meeting methods.",Zhuangzhuang Zhou; Yanqi Zhang; Christina Delimitrou,"Proceedings of the 28th ACM International Conference on Architectural Support for Programming Languages and Operating Systems, Volume 1",2022,,,14-Jan,ACM,10.1145/3567955.3567960,https://doi.org/10.1145/3567955.3567960,proceedings-article,Semantic Scholar,high,"QoS, Cost, Energy Consumption, Resource Management","resource management, serverless, containerization, reinforcement learning","Aquatope, a qos-and-uncertainty-aware resource scheduler for end-to-end serverless workflows that takes into account the inherent uncertainty present in faas platforms, and improves performance predictability and resource efficiency; 52% compared","Their advantages in terms of fine-grained scalability and modular development, these applications are subject to suboptimal performance, resource inefficiency, and high costs to a larger degree than previous simple serverless functions; Workflow's end-to-end qos, while minimizing resource cost"
paper_012,Joint Resource Management and Pricing for Task Offloading in Serverless Edge Computing,"We consider the problem of resource allocation, pricing and application caching for latency sensitive task offloading in serverless edge computing. We model the interaction between a profit-maximizing operator and cost-minimizing Wireless Devices (WDs) as a Stackelberg game where the operator is the leader and decides the price, resource allocation and set of applications to cache, while the WDs are the followers and decide whether to offload their tasks. We first show that the game has a Subgame Perfect Equilibrium (SPE), but computing it, is NP-hard. Importantly, we show that an SPE, which maximizes the operator's revenue, results in minimal energy consumption among the WDs. For computing an approximate SPE, we propose a linear time approximation algorithm with bounded approximation ratio for resource allocation and pricing, and we propose an efficient heuristic based on the utility density of individual applications for the joint optimization of caching, resource allocation and pricing. Our results show that the proposed algorithm outperforms state-of-the-art methods by up to an order of magnitude both in terms of revenue and total energy savings and has small computational overhead. An interesting feature of our results is that the utility of the operator is maximized by a solution that maximizes the WDs’ energy savings through computation offloading, which makes it a promising candidate for energy efficient edge cloud deployments.",Feridun Tütüncüoğlu; György Dán,IEEE Transactions on Mobile Computing,2024,23,6,7438-7452,Institute of Electrical and Electronics Engineers (IEEE),10.1109/tmc.2023.3334914,https://doi.org/10.1109/tmc.2023.3334914,journal-article,Semantic Scholar,high,"Latency, Cost, Energy Consumption, Resource Management","resource management, performance optimization, serverless, cloud computing, latency, energy efficiency, reinforcement learning","A linear time approximation algorithm with bounded approximation ratio for resource allocation and pricing, and we propose an efficient heuristic based on the utility density of individual applications for the joint optimization of caching, resource allocation and pricing; That an spe, which maximizes the operator's revenue, results in minimal energy consumption among the wds; Algorithm outperforms state-of-the-art methods by up to an order of magnitude both in terms of revenue and total energy savings and has small computational overhead","Computing it, is np-hard; Of resource allocation, pricing and application caching for latency sensitive task offloading in serverless edge computing"
paper_013,A Holistic View on Resource Management in Serverless Computing Environments: Taxonomy and Future Directions,"Serverless computing has emerged as an attractive deployment option for cloud applications in recent times. The unique features of this computing model include rapid auto-scaling, strong isolation, fine-grained billing options, and access to a massive service ecosystem, which autonomously handles resource management decisions. This model is increasingly being explored for deployments in geographically distributed edge and fog computing networks as well, due to these characteristics. Effective management of computing resources has always gained a lot of attention among researchers. The need to automate the entire process of resource provisioning, allocation, scheduling, monitoring, and scaling has resulted in the need for specialized focus on resource management under the serverless model. In this article, we identify the major aspects covering the broader concept of resource management in serverless environments and propose a taxonomy of elements that influence these aspects, encompassing characteristics of system design, workload attributes, and stakeholder expectations. We take a holistic view on serverless environments deployed across edge, fog, and cloud computing networks. We also analyse existing works discussing aspects of serverless resource management using this taxonomy. This article further identifies gaps in literature and highlights future research directions for improving capabilities of this computing model.",Anupama Mampage; Shanika Karunasekera; Rajkumar Buyya,ACM Computing Surveys,2022,54,11s,1-36,Association for Computing Machinery (ACM),10.1145/3510412,https://doi.org/10.1145/3510412,journal-article,Semantic Scholar,high,"Survey, Cost, Resource Management","autoscaling, resource management, serverless, cloud computing, reinforcement learning, monitoring, distributed systems",Novel approach to serverless computing challenges,Not explicitly mentioned
paper_014,A multi-agent deep reinforcement learning approach for optimal resource management in serverless computing,"This paper presents a Reinforcement Learning (RL) based energy market for a
prosumer dominated microgrid. The proposed market model facilitates a real-time
and demanddependent dynamic pricing environment, which reduces grid costs and
improves the economic benefits for prosumers. Furthermore, this market model
enables the grid operator to leverage prosumers storage capacity as a
dispatchable asset for grid support applications. Simulation results based on
the Deep QNetwork (DQN) framework demonstrate significant improvements of the
24-hour accumulative profit for both prosumers and the grid operator, as well
as major reductions in grid reserve power utilization.",Ashutosh Kumar Singh; Satender Kumar; Sarika Jain,Cluster Computing,2025,28,2,,Springer Science and Business Media LLC,10.1007/s10586-024-04820-w,https://doi.org/10.1007/s10586-024-04820-w,journal-article,arXiv,high,"Cost, Energy Consumption, Resource Management","resource management, serverless, energy efficiency, reinforcement learning","A reinforcement learning (rl) based energy market for a
prosumer dominated microgrid; Market model facilitates a real-time
and demanddependent dynamic pricing environment, which reduces grid costs and
improves the economic benefits for prosumers",Not explicitly mentioned
paper_015,Serverless Edge Computing Framework for Efficient Offloading Method with Time Frame Based Priority Resource Management,"With the exponential growth of data produced by ubiquitous and Internet of Things (IoT) devices, innovative methods are required to implement new IoT applications. Even though the cloud can store and process an almost infinite amount of data, low-latency applications cannot tolerate the delays that occur when sending data to and receiving it from the cloud. Bringing computation and data closer to consumers and devices, like edge computing does, seems like a promising option in this case. However, comprehensive application deployment on edge servers is limited by their limited resources. To address these issues, an edge serverless architecture is proposed in this research that makes efficient use of edge infrastructure's resources while requiring little configuration and operational overhead with reduced latency. The deployment of the system must reflect the fact that the demands of the applications must be handled at runtime, in the face of uncertainty and in a decentralized way. For the edge deployment of service-based IoT applications, a decentralized resource management technique is proposed. In this research, a Serverless Edge Computing Framework for Efficient Offloading method with Time Frame based Priority Resource Management model with Reduced Latency (SEC-TFbPRM-RL) is proposed. The goal is to make it possible for low-latency applications to run smoothly yet having a negligible effect on the edge computing environment.",Srinithya Kandukuri; Dedeepya Gayam; Sai Divya Bommisetty; Revathi Bobba; Bala Annapurna,2024 2nd International Conference on Sustainable Computing and Smart Systems (ICSCSS),2024,,,703-710,IEEE,10.1109/icscss60660.2024.10625440,https://doi.org/10.1109/icscss60660.2024.10625440,proceedings-article,Semantic Scholar,high,"Latency, Resource Management","resource management, serverless, cloud computing, latency, reinforcement learning",Novel approach to serverless computing challenges,Comprehensive application deployment on edge servers is limited by their limited resources
paper_016,"A self-adaptive batch request aggregation pattern for improving resource management, response time and costs in microservice and serverless environments","Addressing increased demand in cloud environments is typically achieved through auto-scaling the use of further resources allocated. However this comes at the trade-off of increased back-end resource stress as well as runtime costs. In this paper a request batch aggregation and management pattern is proposed and implemented, especially for cases of computational load that needs a heavyweight environment setup (such as performance prediction and AI services). The pattern acts as a preprocessing layer and accumulates requests, withholding their forwarding to the backend based on the conditions of execution (frequency of requests), in order to regulate back-end resource stress without adding extra resources. Different controlling logics are tried out for batch request release, ranging from simpler ones (batch size static regulation, time out interval) to more elaborate ones (ANN model predicting the desired batch size) for adapting the pattern configuration during runtime. Results indicate severe reduction of back-end stress through significantly reducing needed containers (therefore costs as well), enhanced response time as well as avoidance of system breakdown under heavy load. The pattern can be applied in both microservices and serverless environments, especially in Edge cases where resources are constrained.",George Kousiouris,"2021 IEEE International Performance, Computing, and Communications Conference (IPCCC)",2021,,,,IEEE,10.1109/ipccc51483.2021.9679422,https://doi.org/10.1109/ipccc51483.2021.9679422,proceedings-article,Semantic Scholar,high,"Latency, Cost, Resource Management","autoscaling, resource management, serverless, containerization, microservices, cloud computing, reinforcement learning, prediction","In this paper a request batch aggregation and management pattern is proposed and implemented, especially for cases of computational load that needs a heavyweight environment setup (such as performance prediction and ai services)",This comes at the trade-off of increased back-end resource stress as well as runtime costs
paper_017,Shared Resource Entanglement Attacks against Serverless Computing,"Serverless computing has emerged as a popular paradigm for building and deploying applications in the cloud. At the heart of this paradigm lies the concept of serverless functions, which have gained significant popularity due to their simplicity, scalability, and cost-efficiency. However, running serverless services on the same physical machine can introduce security threats and risks, primarily when identical serverless functions belong to different tenants. In this paper, we investigate the resource consumption of serverless functions and propose a shared resource entanglement (SRE) threat model. The SRE threat model enables adversaries to infer sensitive data from a victim’s serverless function by intercepting and monitoring the host kernel interacting data patterns and the data load and write rate patterns. The experiment results demonstrate that adversaries can identify patterns in the data processing of coresident serverless functions using the SRE threat model. Also, this vulnerability could lead to the leakage of sensitive data in the Kubernetes platform.",Yuwen Cui; Mingkui Wei; Zhuo Lu; Yao Liu,2024 IEEE Conference on Communications and Network Security (CNS),2024,,,9-Jan,IEEE,10.1109/cns62487.2024.10735670,https://doi.org/10.1109/cns62487.2024.10735670,proceedings-article,Semantic Scholar,high,"Reliability Security Privacy, Cost, Energy Consumption, Resource Management","serverless, cloud computing, reinforcement learning, monitoring","However, running serverless services on the same physical machine can introduce security threats and risks, primarily when identical serverless functions belong to different tenants","Running serverless services on the same physical machine can introduce security threats and risks, primarily when identical serverless functions belong to different tenants"
paper_018,Prediction-driven resource provisioning for serverless container runtimes,"In recent years Serverless Computing has emerged as a compelling cloud based model for the development of a wide range of data-intensive applications. However, rapid container provisioning introduces non-trivial challenges for FaaS cloud providers, as (i) real-world FaaS workloads may exhibit highly dynamic request patterns, (ii) applications have service-level objectives (SLOs) that must be met, and (iii) container provisioning can be a costly process. In this paper, we present SLOPE, a prediction framework for serverless FaaS platforms to address the aforementioned challenges. Specifically, it trains a neural network model that utilizes knowledge from past runs in order to estimate the number of instances required to satisfy the invocation rate requirements of the serverless applications. In cases that a priori knowledge is not available, SLOPE makes predictions using a graph edit distance approach to capture the similarities among serverless applications. Our experimental results illustrate the efficiency and benefits of our approach, which can reduce the operating costs by 66.25% on average.",Dimitrios Tomaras; Michail Tsenos; Vana Kalogeraki,2023 IEEE International Conference on Autonomic Computing and Self-Organizing Systems (ACSOS),2023,,,6-Jan,IEEE,10.1109/acsos58161.2023.00033,https://doi.org/10.1109/acsos58161.2023.00033,proceedings-article,Semantic Scholar,high,"Cost, Energy Consumption, Resource Management","serverless, containerization, cloud computing, reinforcement learning, deep learning, prediction","Slope, a prediction framework for serverless faas platforms to address the aforementioned challenges; The operating costs by 66","For faas cloud providers, as (i) real-world faas workloads may exhibit highly dynamic request patterns, (ii) applications have service-level objectives (slos) that must be met, and (iii) container provisioning can be a costly process; Rapid container provisioning introduces non-trivial challenges for faas cloud providers, as (i) real-world faas workloads may exhibit highly dynamic request patterns, (ii) applications have service-level objectives (slos) that must be met, and (iii) container provisioning can be a costly process"
paper_019,Adaptive Resource Scaling Algorithm for Serverless Computing Applications,"Serverless computing has transformed cloud-based and event-driven applications by introducing the Function-as-a-Service (FaaS) model. This model offers key benefits, including greater abstraction from underlying infrastructure, simplified management, flexible pay-as-you-go pricing, and automatic scaling and resource optimization. However, managing resources effectively in serverless environments remains challenging due to the inherent variability and unpredictability of workload demands. This paper introduces an Adaptive Resource Scaling Algorithm (ARSA) tailored for serverless applications. ARSA leverages the Auto-Regressive Integrated Moving Average (ARIMA) model to forecast workload demands. Using these predictions alongside a strategy focused on maintaining service quality, ARSA dynamically adjusts the number of container instances needed. The goal is to optimize resource usage while minimizing the occurrence of cold starts. We validated ARSA using a real-world dataset from Microsoft Azure Functions. Our evaluation compared ARSA against fixed instance settings (one, two, and three instances) and the standard Kubernetes Horizontal Pod Auto-scaler (HPA). The results demonstrate that ARSA outperforms these baseline methods by significantly reducing number of cold starts, improving CPU utilization, decreasing memory costs, reducing the number of rejected requests, and enhancing response times. These improvements underscore ARSA’s potential in efficiently managing dynamic workloads and enhancing the performance of serverless environments.",Mohammed Ali Awla; Sadoon Azizi; Ayshe Rashidi,Proceedings of the 3rd International Conference on Engineering and Innovative Technology,2025,,,,Salahaddin University-Erbil,10.31972/iceit2024.050,https://doi.org/10.31972/iceit2024.050,proceedings-article,Semantic Scholar,high,"Survey, Latency, QoS, Cost, Resource Management","cold start, autoscaling, performance optimization, serverless, containerization, cloud computing, reinforcement learning, prediction, memory management, cpu allocation",An adaptive resource scaling algorithm (arsa) tailored for serverless applications,Managing resources effectively in serverless environments remains challenging due to the inherent variability and unpredictability of workload demands
paper_020,Software Resource Disaggregation for HPC with Serverless Computing,"Aggregated HPC resources have rigid allocation systems and programming models which struggle to adapt to diverse and changing workloads. Consequently, HPC systems fail to efficiently use the large pools of unused memory and increase the utilization of idle computing resources. Prior work attempted to increase the throughput and efficiency of supercomputing systems through workload co-location and resource disaggregation. However, these methods fall short of providing a solution that can be applied to existing systems without major hardware modifications and performance losses. In this paper, we improve the utilization of supercomputers by employing the new cloud paradigm of serverless computing. We show how serverless functions provide fine-grained access to the resources of batchmanaged cluster nodes. We present an HPC-oriented Functionas-a-Service (FaaS) that satisfies the requirements of high-performance applications. We demonstrate a software resource disaggregation approach where placing functions on unallocated and underutilized nodes allows idle cores and accelerators to be utilized while retaining near-native performance.Full Paper Version: https://arxiv.org/abs/2401.10852HPC FaaS Implementation: https://github.com/spcl/rFaaS",Marcin Copik; Marcin Chrapek; Larissa Schmid; Alexandru Calotoiu; Torsten Hoefler,2024 IEEE International Parallel and Distributed Processing Symposium (IPDPS),2024,,,139-156,IEEE,10.1109/ipdps57955.2024.00021,https://doi.org/10.1109/ipdps57955.2024.00021,proceedings-article,Semantic Scholar,high,"Energy Consumption, Resource Management","serverless, cloud computing, throughput, reinforcement learning, memory management, distributed systems",An hpc-oriented functionas-a-service (faas) that satisfies the requirements of high-performance applications; How serverless functions provide fine-grained access to the resources of batchmanaged cluster nodes,These methods fall short of providing a solution that can be applied to existing systems without major hardware modifications and performance losses
paper_021,Serverless Computing: Optimizing Resource Utilization and Cost Efficiency,"Serverless computing has emerged as a transformative paradigm in cloud infrastructure, offering organizations the ability to scale their applications dynamically without the burden of managing underlying servers. By abstracting away the provisioning and scaling of infrastructure, serverless computing enables developers to focus on building and deploying their applications, while the cloud provider handles the auto- scaling, load balancing, and fault tolerance. This paper examines the key benefits and challenges of serverless computing, with a particular emphasis on optimizing resource utilization and cost efficiency. The findings suggest that serverless computing can lead to significant improvements in resource utilization and cost savings, but organizations must also address challenges related to cold starts, vendor lock-in, and monitoring complexity to fully realize the potential of this cloud computing paradigm.",Sachin Gawande; Shreya Gorde,International Journal of Innovative Science and Research Technology (IJISRT),2024,,,1061-1064,International Journal of Innovative Science and Research Technology,10.38124/ijisrt/ijisrt24oct976,https://doi.org/10.38124/ijisrt/ijisrt24oct976,journal-article,Semantic Scholar,high,"Latency, Reliability Security Privacy, Cost, Energy Consumption, Resource Management","cold start, autoscaling, serverless, cloud computing, load balancing, reinforcement learning, monitoring","By abstracting away the provisioning and scaling of infrastructure, serverless computing enables developers to focus on building and deploying their applications, while the cloud provider handles the auto- scaling, load balancing, and fault tolerance","Of serverless computing, with a particular emphasis on optimizing resource utilization and cost efficiency; Related to cold starts, vendor lock-in, and monitoring complexity to fully realize the potential of this cloud computing paradigm"
